"review_title","review_text","review_star","veri","revdate","nhelpful1","page_num"
"







  
  
    If you don’t have this - get one today!
  
","









  
  
    
  Goodbye swiffer! This machine rocks! It propels itself. I was able to do my whole house (vinyl laminate floors throughout), all 1600 (or so) square feet of it.

  
","5.0 out of 5 stars","1","April 20, 2021",NA,"218"
"







  
  
    Certainly
  
","









  
  
    
  Oh my, life has changed with the Tinco.

  
","5.0 out of 5 stars","1","January 12, 2021",NA,"218"
"







  
  
    Life saver!!!!!
  
","









  
  
    
  Not a single bad thing about this thing. I love it!!!!! Cleaner smells amazing too! Light but still smells sooooo good! Cleans amazing.

  
","5.0 out of 5 stars","1","February 11, 2021",NA,"218"
"







  
  
    Just buy it already!!
  
","









  
  
    
  This is by far the best cleaning product I have ever purchased. Well worth the money!

  
","5.0 out of 5 stars","1","May 9, 2021",NA,"218"
"







  
  
    Best purchase in a while
  
","









  
  
    
  I wish it got the edges better but it is still a blessing !

  
","5.0 out of 5 stars","1","May 25, 2021",NA,"218"
"







  
  
    Does good for a touch up
  
","









  
  
    
  For me this product is good for a touch up cleaning. We have vinyl flooring that is very textured. We also have 2 large breed dogs. It did okay on our floors, but left dirt in the crevices of the flooring.

  
","4.0 out of 5 stars","1","January 1, 2021","1","218"
"







  
  
    Do not buy!
  
","









  
  
    
  Does not work right out of the box! I keep getting a “restart or contact customer service” and the app shows “motor failure” pretty crappy for a $400 vacuum. Looks like it’s going back.

  
","1.0 out of 5 stars","1","May 9, 2021",NA,"245"
"







  
  
    The Best
  
","









  
  
    
  By for the best vacuum, swiffer and mop.  Great thing is it's all combined into one machine.  It by far exceeded my expectations.

  
","5.0 out of 5 stars","1","July 10, 2021",NA,"245"
"







  
  
    Just use a mop
  
","









  
  
    
  The water tanks are too small and require too much attention

  
","3.0 out of 5 stars","1","October 13, 2021",NA,"245"
"







  
  
    This thing rocks...
  
","









  
  
    
  Love that its cordless, the cleaning solution that comes with it works very well, easy to clean roller brush.

  
","5.0 out of 5 stars","1","August 9, 2021",NA,"245"
"







  
  
    Great floor cleaner!
  
","









  
  
    
  Saw this on Tic Tok so I thought I would try it out. Pleasantly surprised! Works great on both my laminate tile flooring and hardwood floors. Great suction power and cleaned even the most grimy areas. Very lightweight. Two thumbs up!

  
","5.0 out of 5 stars","1","April 24, 2021",NA,"245"
"







  
  
    Awesome product
  
","









  
  
    
  I love love this machine! So easy to use and works great on all hard floors even wood or laminate!

  
","5.0 out of 5 stars","1","March 13, 2021",NA,"245"
"







  
  
    Obsessed
  
","









  
  
    
  Obsessed with this product! Saves me so much time and cleans my floors so much better than my swiffer mop! I have 3 dogs and this is a life saver!

  
","5.0 out of 5 stars","1","October 10, 2021",NA,"245"
"







  
  
    Best floor cleaning ever
  
","









  
  
    
  It works!! Is trying a live saver, so easy to use and clean. I highly recommended. Everyone should have one at home!

  
","5.0 out of 5 stars","1","December 16, 2021",NA,"245"
"







  
  
    Amazing
  
","









  
  
    
  I have Hardwood floors  and  tiles in the bathroom. I go from one surface to another and it cleans Great. I'm a clean freak and can't believe the amount of dirt and debris in the water when I finish.

  
","5.0 out of 5 stars","1","September 2, 2021",NA,"245"
"







  
  
    Great and a must have!
  
","









  
  
    
  How did I survive without this! It is great for quick cleanups!

  
","5.0 out of 5 stars","1","December 28, 2020","1","245"
"







  
  
    Great product
  
","









  
  
    
  Totally satisfied.  Worth every penny.

  
","5.0 out of 5 stars","1","September 18, 2021",NA,"289"
"







  
  
    Love it
  
","









  
  
    
  Love my tineco! This was one of the best gifts ever and I would recommend it to anyone!

  
","5.0 out of 5 stars","1","February 16, 2021",NA,"289"
"







  
  
    Worth every penny
  
","









  
  
    
  This vacuum is life changing!!!

  
","5.0 out of 5 stars","1","June 20, 2021",NA,"289"
"







  
  
    love this vacuum
  
","









  
  
    
  I absolutely LOVE the self cleaning mode!!!

  
","5.0 out of 5 stars","1","December 20, 2021",NA,"289"
"







  
  
    So good and so easy to use and clean!
  
","









  
  
    
  Very lightweight, super easy to use and very easy to clean! 10/10

  
","5.0 out of 5 stars","1","March 18, 2021",NA,"289"
"







  
  
    Love it
  
","









  
  
    
  I love how it cleans on hardwood floors and tile.

  
","5.0 out of 5 stars","1","July 25, 2021",NA,"289"
"







  
  
    Worth it
  
","









  
  
    
  Great product for sure!

  
","5.0 out of 5 stars","1","May 24, 2021",NA,"289"
"







  
    3 en general
  
  
","









  
    
  No me gusto el ruido , te ensordece, literalmente...el agua de limpieza dura muy poco, y la succión no tiene mucha fuerza.

  
  
","4.0 out of 5 stars","1","January 9, 2021",NA,"289"
"







  
  
    My new best friend
  
","









  
  
    
  Love this vacuum it’s my new BFF.

  
","4.0 out of 5 stars","1","April 9, 2021",NA,"289"
"







  
  
    Amazing broom and mop in one!
  
","









  
  
    
  Wow. Must buy. Makes cleaning a whole lot easier!!

  
","5.0 out of 5 stars","1","August 7, 2020","4","289"
"







  
  
    Amazing product.
  
","









  
  
    
  This is an absolute dream and a must have for cleaning your floors. Say goodbye to the swiffer!

  
","5.0 out of 5 stars","1","January 16, 2021",NA,"230"
"







  
  
    Worth every penny
  
","









  
  
    
  Amazing for any home with hard floors! I couldn’t be happier with my Tineco. The suction is great, the  floors are definitely the cleanest they could be after using this. The only thing I think they could improve on is maneuverability of the machine.

  
","5.0 out of 5 stars","1","January 14, 2021",NA,"230"
"







  
  
    Amazing!
  
","









  
  
    
  This is honestly the best vacuum I own. I was a bit hesitant to buy it because of the price but it is worth every penny. I regularly clean my floors and don’t wear shoes in my home and was shocked to see how much dirt this vacuum got off the floor. My only regret is not buying this sooner.

  
","5.0 out of 5 stars","1","December 11, 2020",NA,"230"
"







  
  
    This is a very powerful and useful tool.
  
","









  
  
    
  My sister-in-law was over this weekend and she watched me use it and immediately ordered one.  Very light weight and not ear blowing loud.  Also, the self-propel feature is a major asset.

  
","5.0 out of 5 stars","1","July 26, 2021",NA,"230"
"







  
  
    good for quick light cleaning
  
","









  
  
    
  use on tile in kitchen, dining room, hall, and 2 bathrooms.  get's in most spaces and did good job as long as not to much hair or lint.

  
","4.0 out of 5 stars","1","September 20, 2020",NA,"230"
"







  
  
    Worth every single penny.
  
","









  
  
    
  This is the best thing I’ve ever purchased hands down. My floors have never been cleaned and this is worth every penny !

  
","5.0 out of 5 stars","1","March 23, 2021",NA,"230"
"







  
  
    Makes cleaning easier
  
","









  
  
    
  Works great, had to get a replacement dirty water tank because it leaked. Have to use the clean cycle multiple times to get it completely clean. Overall it does make things easier

  
","4.0 out of 5 stars","1","October 20, 2021",NA,"230"
"







  
  
    Tineco iFloor3 Gets An A+
  
","









  
  
    
  I bought this for my soon to be daughter in law for her new home and she absolutely loves it. She had read reviews and watched videos of other products similar to this one and she chose the Tineco iFloor3. She has no regrets.

  
","5.0 out of 5 stars","1","December 16, 2020",NA,"230"
